customer_id,avg_session_time,pages_per_session,cart_abandon_rate,return_rate,support_tickets,review_score,behavior_churn_signal,behavior_churn_signal_binaria,behavior_churn_signal_yes_no
cust007788,7.73,22,11.0,33.0,8,1.12,0,False,No
cust007789,10.17,24,27.0,24.0,3,1.07,0,False,No
cust007790,1.98,6,2.0,31.0,7,3.24,0,False,No
cust007791,5.43,24,65.0,44.0,1,2.11,0,False,No
cust007792,16.81,11,66.0,2.0,0,2.5,1,True,Yes
cust007793,10.65,16,73.0,14.000000000000002,7,4.93,1,True,Yes
cust007794,14.01,21,37.0,5.0,0,1.73,1,True,Yes
cust007795,10.26,21,49.0,38.0,5,3.9,0,False,No
cust007796,4.82,6,59.0,1.0,0,2.59,0,False,No
cust007797,15.52,18,40.0,42.0,8,4.9,0,False,No
cust007798,12.54,21,15.0,19.0,4,1.04,1,True,Yes
cust007799,12.45,3,82.0,31.0,9,4.14,1,True,Yes
cust007800,16.2,20,85.0,13.0,7,4.49,0,False,No
cust007801,13.43,4,28.999999999999996,49.0,7,4.8,0,False,No
cust007802,11.91,23,84.0,13.0,1,2.66,0,False,No
cust007803,4.5,19,52.0,25.0,6,1.85,1,True,Yes
cust007804,13.78,18,12.0,3.0,10,2.54,0,False,No
cust007805,8.79,23,32.0,13.0,4,2.36,0,False,No
cust007806,4.1,16,40.0,45.0,2,1.9,0,False,No
cust007807,14.0,1,14.000000000000002,18.0,2,2.28,0,False,No
cust007808,18.8,13,43.0,35.0,5,3.41,0,False,No
cust007809,3.68,13,94.0,17.0,8,1.18,1,True,Yes
cust007810,6.71,6,34.0,5.0,9,3.48,0,False,No
cust007811,7.59,19,63.0,0.0,1,4.93,1,True,Yes
cust007812,4.24,15,66.0,36.0,3,1.69,1,True,Yes
cust007813,3.12,17,15.0,12.0,9,1.67,0,False,No
cust007814,13.81,6,42.0,27.0,5,1.19,0,False,No
cust007815,17.36,20,17.0,18.0,4,1.29,0,False,No
cust007816,3.6,21,67.0,35.0,10,3.71,1,True,Yes
cust007817,11.49,15,95.0,25.0,4,2.8,0,False,No
cust007818,5.7,19,10.0,27.0,9,2.26,1,True,Yes
cust007819,10.96,9,21.0,42.0,10,5.0,0,False,No
cust007820,7.13,25,84.0,44.0,9,4.98,0,False,No
cust007821,7.51,19,76.0,11.0,4,3.5,1,True,Yes
cust007822,14.39,15,74.0,10.0,9,4.39,0,False,No
cust007823,9.0,16,22.0,27.0,0,4.45,0,False,No
cust007824,19.37,18,75.0,0.0,9,1.54,0,False,No
cust007825,2.45,22,10.0,19.0,10,2.35,1,True,Yes
cust007826,3.16,18,88.0,31.0,5,4.19,0,False,No
cust007827,8.06,19,41.0,16.0,4,2.75,0,False,No
cust007828,12.6,3,49.0,42.0,8,4.6,0,False,No
cust007829,9.92,20,24.0,47.0,8,3.94,0,False,No
cust007830,13.16,4,75.0,4.0,6,1.27,1,True,Yes
cust007831,3.91,10,15.0,21.0,7,1.63,1,True,Yes
cust007832,17.24,21,57.99999999999999,18.0,5,1.28,1,True,Yes
cust007833,12.23,24,12.0,37.0,9,4.21,0,False,No
cust007834,11.34,18,15.0,39.0,1,2.23,0,False,No
cust007835,5.23,10,47.0,46.0,9,2.19,0,False,No
cust007836,18.21,9,5.0,4.0,4,3.79,0,False,No
cust007837,4.62,20,32.0,7.000000000000001,2,2.33,0,False,No
cust007838,6.33,17,74.0,35.0,6,4.82,0,False,No
cust007839,14.76,11,69.0,35.0,2,4.53,1,True,Yes
cust007840,6.63,2,30.0,37.0,2,1.91,0,False,No
cust007841,18.33,15,53.0,15.0,0,4.1,0,False,No
cust007842,6.93,10,96.0,49.0,8,3.67,0,False,No
cust007843,3.16,2,26.0,26.0,0,4.41,0,False,No
cust007844,4.51,6,10.0,4.0,4,3.03,0,False,No
cust007845,17.81,9,4.0,11.0,5,3.77,0,False,No
cust007846,16.69,25,81.0,39.0,3,1.52,1,True,Yes
cust007847,8.55,18,98.0,49.0,9,3.41,0,False,No
cust007848,14.48,22,95.0,22.0,0,1.55,1,True,Yes
cust007849,13.71,10,96.0,35.0,10,4.21,0,False,No
cust007850,9.03,18,10.0,8.0,3,4.93,0,False,No
cust007851,10.37,24,1.0,48.0,7,2.99,1,True,Yes
cust007852,16.89,24,55.00000000000001,5.0,1,3.46,0,False,No
cust007853,19.95,14,3.0,42.0,3,1.94,1,True,Yes
cust007854,8.48,15,37.0,45.0,5,3.02,0,False,No
cust007855,9.5,2,82.0,2.0,0,1.35,1,True,Yes
cust007856,1.41,22,69.0,26.0,5,4.5,0,False,No
cust007857,10.47,25,22.0,40.0,10,2.18,1,True,Yes
cust007858,18.78,19,25.0,8.0,9,2.97,0,False,No
cust007859,1.96,7,4.0,25.0,0,1.86,0,False,No
cust007860,1.18,12,30.0,24.0,6,2.58,1,True,Yes
cust007861,3.57,18,57.99999999999999,36.0,4,3.7,0,False,No
cust007862,8.48,7,14.000000000000002,25.0,7,4.56,0,False,No
cust007863,9.91,22,20.0,5.0,4,4.78,0,False,No
cust007864,15.12,19,31.0,15.0,0,4.58,0,False,No
cust007865,4.37,16,54.0,36.0,0,2.59,0,False,No
cust007866,1.76,17,23.0,45.0,7,3.09,1,True,Yes
cust007867,16.49,21,56.00000000000001,47.0,0,4.64,1,True,Yes
cust007868,10.17,21,32.0,30.0,3,3.7,0,False,No
cust007869,10.47,23,82.0,9.0,1,2.34,1,True,Yes
cust007870,14.04,9,25.0,22.0,4,4.85,0,False,No
cust007871,12.89,9,95.0,36.0,2,3.9,0,False,No
cust007872,12.25,2,14.000000000000002,26.0,6,2.01,0,False,No
cust007873,19.97,22,27.0,12.0,5,3.5,0,False,No
cust007874,10.71,18,2.0,6.0,6,4.24,0,False,No
cust007875,10.19,12,15.0,23.0,2,2.01,1,True,Yes
cust007876,5.25,2,96.0,18.0,6,1.19,1,True,Yes
cust007877,19.44,25,79.0,13.0,2,2.64,1,True,Yes
cust007878,17.38,12,36.0,28.000000000000004,9,3.14,0,False,No
cust007879,8.62,16,64.0,24.0,2,1.08,1,True,Yes
cust007880,16.47,14,11.0,23.0,2,3.32,1,True,Yes
cust007881,14.4,6,41.0,37.0,1,1.53,0,False,No
cust007882,13.42,11,83.0,44.0,3,3.32,1,True,Yes
cust007883,6.95,21,16.0,17.0,10,3.16,0,False,No
cust007884,4.73,15,95.0,45.0,0,1.13,1,True,Yes
cust007885,11.68,10,79.0,12.0,7,3.1,0,False,No
cust007886,8.71,10,20.0,31.0,8,4.97,1,True,Yes
cust007887,7.94,11,55.00000000000001,16.0,5,4.51,0,False,No
cust007888,17.43,20,18.0,45.0,6,1.61,0,False,No
cust007889,2.81,4,65.0,19.0,3,3.12,0,False,No
cust007890,13.4,11,5.0,15.0,0,2.84,0,False,No
cust007891,6.07,3,5.0,4.0,2,4.21,1,True,Yes
cust007892,18.32,24,15.0,12.0,5,3.61,1,True,Yes
cust007893,19.13,6,30.0,43.0,9,3.02,1,True,Yes
cust007894,19.17,24,14.000000000000002,49.0,3,2.76,0,False,No
cust007895,19.11,22,46.0,27.0,2,4.22,0,False,No
cust007896,14.73,3,62.0,21.0,7,4.17,1,True,Yes
cust007897,19.02,25,1.0,28.999999999999996,10,4.46,1,True,Yes
cust007898,13.41,15,80.0,45.0,7,4.0,1,True,Yes
cust007899,14.62,25,96.0,43.0,4,4.26,0,False,No
cust007900,2.64,18,24.0,28.000000000000004,3,3.84,0,False,No
cust007901,6.76,18,9.0,16.0,5,4.08,0,False,No
cust007902,17.67,11,91.0,19.0,8,2.49,1,True,Yes
cust007903,8.73,6,38.0,33.0,9,2.43,0,False,No
cust007904,1.39,6,44.0,11.0,10,1.12,0,False,No
cust007905,9.95,5,21.0,23.0,5,2.11,1,True,Yes
cust007906,12.47,4,99.0,27.0,8,3.59,1,True,Yes
cust007907,18.47,12,37.0,8.0,9,2.13,1,True,Yes
cust007908,8.65,3,65.0,0.0,0,4.41,1,True,Yes
cust007909,2.45,2,90.0,47.0,8,4.96,0,False,No
cust007910,16.38,2,14.000000000000002,35.0,5,1.81,1,True,Yes
cust007911,18.05,3,32.0,16.0,4,4.67,0,False,No
cust007912,1.25,10,19.0,21.0,4,3.8,0,False,No
cust007913,13.3,25,67.0,44.0,5,1.48,1,True,Yes
cust007914,10.92,12,73.0,32.0,2,2.79,1,True,Yes
cust007915,1.33,17,6.0,6.0,4,2.37,1,True,Yes
cust007916,3.24,15,43.0,9.0,1,4.12,0,False,No
cust007917,17.56,10,39.0,26.0,9,4.81,0,False,No
cust007918,11.17,9,100.0,7.000000000000001,4,4.45,0,False,No
cust007919,10.45,20,2.0,49.0,3,4.86,1,True,Yes
cust007920,8.28,8,95.0,7.000000000000001,7,3.72,0,False,No
cust007921,4.65,1,25.0,39.0,3,2.51,1,True,Yes
cust007922,1.14,17,41.0,11.0,3,3.73,1,True,Yes
cust007923,4.69,3,84.0,13.0,3,2.57,1,True,Yes
cust007924,6.66,21,64.0,5.0,8,2.91,0,False,No
cust007925,7.35,6,88.0,4.0,6,4.32,0,False,No
cust007926,4.19,17,9.0,10.0,7,1.41,1,True,Yes
cust007927,10.9,6,99.0,2.0,8,2.84,1,True,Yes
cust007928,8.34,6,34.0,17.0,7,4.58,0,False,No
cust007929,1.36,7,77.0,13.0,0,2.53,1,True,Yes
cust007930,8.98,18,30.0,5.0,6,1.46,1,True,Yes
cust007931,6.66,22,82.0,7.000000000000001,1,3.97,1,True,Yes
cust007932,6.49,4,88.0,21.0,7,1.69,0,False,No
cust007933,19.73,14,18.0,28.000000000000004,5,3.28,0,False,No
cust007934,8.08,7,95.0,42.0,5,4.32,0,False,No
cust007935,19.51,16,46.0,5.0,8,4.06,1,True,Yes
cust007936,8.24,17,19.0,24.0,9,4.7,0,False,No
cust007937,4.26,12,85.0,21.0,6,1.55,0,False,No
cust007938,17.12,7,97.0,15.0,4,2.21,1,True,Yes
cust007939,8.42,13,81.0,1.0,7,1.9,1,True,Yes
cust007940,14.41,16,41.0,17.0,7,4.49,0,False,No
cust007941,18.43,6,95.0,14.000000000000002,9,4.65,0,False,No
cust007942,15.0,19,15.0,31.0,1,1.11,0,False,No
cust007943,14.46,8,73.0,39.0,3,1.69,0,False,No
cust007944,12.94,5,18.0,47.0,9,3.7,0,False,No
cust007945,2.81,9,19.0,33.0,6,2.91,0,False,No
cust007946,14.99,14,28.000000000000004,33.0,4,1.71,0,False,No
cust007947,11.33,11,96.0,31.0,0,1.2,0,False,No
cust007948,19.79,19,16.0,36.0,9,3.13,0,False,No
cust007949,6.59,23,18.0,9.0,0,4.43,0,False,No
cust007950,17.59,18,47.0,5.0,9,4.54,0,False,No
cust007951,10.25,16,44.0,20.0,3,2.46,0,False,No
cust007952,10.99,18,60.0,23.0,3,4.59,0,False,No
cust007953,7.04,22,57.99999999999999,15.0,5,4.01,1,True,Yes
cust007954,2.94,23,19.0,40.0,1,1.73,0,False,No
cust007955,12.89,14,97.0,26.0,10,1.75,1,True,Yes
cust007956,7.09,10,82.0,18.0,2,3.89,0,False,No
cust007957,15.77,13,50.0,39.0,4,2.27,0,False,No
cust007958,10.81,17,69.0,8.0,8,2.09,1,True,Yes
cust007959,13.39,25,66.0,25.0,10,4.18,0,False,No
cust007960,10.16,15,88.0,37.0,9,2.26,1,True,Yes
cust007961,8.51,6,67.0,45.0,8,1.71,0,False,No
cust007962,10.78,12,12.0,14.000000000000002,7,3.74,0,False,No
cust007963,2.48,23,66.0,45.0,9,4.88,1,True,Yes
cust007964,5.12,17,75.0,46.0,2,1.37,0,False,No
cust007965,8.87,24,92.0,10.0,1,4.74,0,False,No
cust007966,11.02,2,10.0,22.0,2,2.31,1,True,Yes
cust007967,6.36,15,54.0,24.0,9,2.93,0,False,No
cust007968,2.67,18,80.0,24.0,9,4.28,0,False,No
cust007969,16.67,22,32.0,0.0,10,4.64,0,False,No
cust007970,15.45,5,11.0,35.0,4,1.08,0,False,No
cust007971,1.53,7,53.0,5.0,10,4.86,0,False,No
cust007972,17.98,15,65.0,3.0,1,2.3,0,False,No
cust007973,8.06,11,48.0,8.0,9,3.31,0,False,No
cust007974,9.28,9,95.0,47.0,5,3.26,0,False,No
cust007975,13.24,9,14.000000000000002,11.0,3,4.6,0,False,No
cust007976,14.28,25,19.0,28.999999999999996,2,4.74,0,False,No
cust007977,7.56,13,19.0,47.0,8,2.85,1,True,Yes
cust007978,8.93,6,27.0,45.0,3,4.38,0,False,No
cust007979,8.66,7,3.0,22.0,8,1.72,0,False,No
cust007980,3.71,25,39.0,5.0,6,4.83,0,False,No
cust007981,1.9,4,40.0,8.0,1,3.76,0,False,No
cust007982,2.5,20,55.00000000000001,39.0,7,4.8,0,False,No
cust007983,14.27,3,10.0,4.0,4,3.93,0,False,No
cust007984,5.09,11,45.0,49.0,9,4.28,1,True,Yes
cust007985,17.09,1,86.0,31.0,9,3.98,0,False,No
cust007986,7.82,24,100.0,14.000000000000002,9,3.36,0,False,No
cust007987,6.36,6,11.0,28.000000000000004,1,2.41,0,False,No
cust007988,12.08,19,56.00000000000001,27.0,0,1.49,0,False,No
cust007989,9.36,5,81.0,16.0,8,2.78,0,False,No
cust007990,10.38,14,86.0,33.0,9,1.4,1,True,Yes
cust007991,17.44,12,83.0,38.0,1,2.86,0,False,No
cust007992,15.39,22,48.0,37.0,5,4.52,0,False,No
cust007993,17.92,18,45.0,43.0,0,1.41,0,False,No
cust007994,2.93,15,55.00000000000001,33.0,0,1.61,0,False,No
cust007995,9.97,22,9.0,30.0,5,4.42,0,False,No
cust007996,15.02,22,38.0,50.0,6,3.65,1,True,Yes
cust007997,16.49,24,67.0,49.0,1,4.29,1,True,Yes
cust007998,10.87,8,37.0,34.0,9,3.36,1,True,Yes
cust007999,12.96,8,34.0,21.0,8,3.23,0,False,No
cust008000,16.95,19,76.0,6.0,7,1.98,1,True,Yes
cust008001,1.51,21,1.0,11.0,5,4.2,1,True,Yes
cust008002,18.19,8,39.0,28.000000000000004,6,3.82,1,True,Yes
cust008003,19.11,2,91.0,3.0,8,1.99,1,True,Yes
cust008004,1.93,18,62.0,36.0,1,2.23,0,False,No
cust008005,17.22,23,45.0,50.0,1,1.0,1,True,Yes
cust008006,3.08,11,30.0,1.0,0,4.13,0,False,No
cust008007,2.0,10,75.0,3.0,3,2.01,1,True,Yes
cust008008,16.98,7,95.0,21.0,6,4.88,1,True,Yes
cust008009,12.91,11,42.0,40.0,8,2.18,0,False,No
cust008010,6.05,13,66.0,20.0,6,1.54,1,True,Yes
cust008011,2.27,15,79.0,34.0,1,2.65,1,True,Yes
cust008012,18.03,12,41.0,36.0,8,4.64,0,False,No
cust008013,16.97,13,51.0,34.0,9,2.65,0,False,No
cust008014,13.3,12,26.0,22.0,3,1.84,0,False,No
cust008015,1.73,2,59.0,43.0,0,1.1,0,False,No
cust008016,4.72,18,46.0,33.0,5,1.68,0,False,No
cust008017,2.08,25,52.0,41.0,6,1.14,1,True,Yes
cust008018,7.64,21,66.0,7.000000000000001,4,1.94,0,False,No
cust008019,11.17,8,95.0,14.000000000000002,1,2.95,0,False,No
cust008020,8.6,13,90.0,4.0,6,3.26,1,True,Yes
cust008021,17.08,16,99.0,35.0,9,2.52,1,True,Yes
cust008022,8.82,12,35.0,30.0,1,3.96,1,True,Yes
cust008023,16.57,10,42.0,36.0,3,4.66,0,False,No
cust008024,18.5,22,70.0,32.0,9,3.13,1,True,Yes
cust008025,4.48,5,12.0,24.0,8,1.64,0,False,No
cust008026,11.96,16,65.0,26.0,7,1.15,1,True,Yes
cust008027,2.1,1,11.0,8.0,2,4.96,0,False,No
cust008028,7.55,14,28.999999999999996,3.0,10,3.54,0,False,No
cust008029,13.39,1,18.0,46.0,5,4.2,0,False,No
cust008030,5.38,10,49.0,23.0,2,2.39,0,False,No
cust008031,16.54,13,11.0,21.0,4,2.71,1,True,Yes
cust008032,9.91,23,86.0,11.0,10,1.41,1,True,Yes
cust008033,12.74,2,17.0,4.0,1,2.71,0,False,No
cust008034,5.17,23,36.0,13.0,7,1.37,0,False,No
cust008035,11.65,11,3.0,48.0,10,2.37,0,False,No
cust008036,14.21,11,81.0,14.000000000000002,8,3.99,0,False,No
cust008037,16.82,21,24.0,50.0,4,1.08,0,False,No
cust008038,5.12,9,78.0,10.0,0,3.79,0,False,No
cust008039,17.26,4,96.0,24.0,0,4.88,1,True,Yes
cust008040,8.82,18,22.0,26.0,8,3.6,1,True,Yes
cust008041,9.7,16,56.99999999999999,21.0,3,3.1,1,True,Yes
cust008042,19.1,5,50.0,13.0,7,4.03,0,False,No
cust008043,7.41,14,82.0,3.0,2,2.33,0,False,No
cust008044,2.79,17,9.0,33.0,1,2.54,0,False,No
cust008045,17.56,9,52.0,15.0,10,3.88,0,False,No
cust008046,12.86,4,80.0,32.0,8,1.67,0,False,No
cust008047,13.74,8,39.0,23.0,9,4.69,0,False,No
cust008048,7.84,7,61.0,18.0,0,1.38,0,False,No
cust008049,9.62,19,60.0,20.0,0,2.56,0,False,No
cust008050,16.59,13,3.0,15.0,4,4.25,0,False,No
cust008051,18.49,22,41.0,44.0,9,1.8,0,False,No
cust008052,5.21,23,85.0,45.0,0,1.89,0,False,No
cust008053,2.13,6,9.0,13.0,8,4.05,0,False,No
cust008054,10.69,9,46.0,28.999999999999996,9,4.56,0,False,No
cust008055,2.72,25,69.0,46.0,4,1.85,0,False,No
cust008056,16.92,25,70.0,1.0,5,1.93,1,True,Yes
cust008057,12.51,23,50.0,26.0,3,1.93,0,False,No
cust008058,13.83,25,27.0,19.0,5,2.48,0,False,No
cust008059,13.77,15,9.0,10.0,2,1.8,0,False,No
cust008060,3.06,4,21.0,30.0,7,3.93,1,True,Yes
cust008061,13.55,7,48.0,3.0,0,4.84,0,False,No
cust008062,4.19,14,67.0,46.0,8,3.79,0,False,No
cust008063,5.14,4,32.0,2.0,1,3.45,0,False,No
cust008064,12.65,9,73.0,1.0,0,4.27,1,True,Yes
cust008065,15.04,7,14.000000000000002,17.0,9,3.55,0,False,No
cust008066,10.42,17,12.0,4.0,1,4.13,0,False,No
cust008067,3.96,7,17.0,42.0,8,3.45,0,False,No
cust008068,12.49,21,48.0,28.000000000000004,5,3.41,0,False,No
cust008069,19.39,8,22.0,11.0,3,1.23,1,True,Yes
cust008070,13.51,10,55.00000000000001,6.0,7,2.46,0,False,No
cust008071,4.39,9,33.0,48.0,1,3.73,1,True,Yes
cust008072,1.14,1,25.0,1.0,9,3.86,1,True,Yes
cust008073,9.92,4,99.0,37.0,5,3.07,1,True,Yes
cust008074,16.29,21,70.0,12.0,6,3.12,0,False,No
cust008075,11.56,6,45.0,9.0,8,1.89,1,True,Yes
cust008076,6.34,5,1.0,46.0,5,3.74,0,False,No
cust008077,14.1,6,56.99999999999999,34.0,0,4.93,0,False,No
cust008078,8.32,3,71.0,18.0,10,4.42,0,False,No
cust008079,17.3,8,90.0,0.0,1,2.19,1,True,Yes
cust008080,3.54,24,45.0,25.0,10,2.02,1,True,Yes
cust008081,14.75,15,27.0,43.0,2,1.71,1,True,Yes
cust008082,7.98,25,62.0,30.0,4,1.31,1,True,Yes
cust008083,17.08,2,60.0,43.0,7,4.47,0,False,No
cust008084,11.37,23,91.0,42.0,4,4.83,1,True,Yes
cust008085,17.16,7,82.0,23.0,2,1.85,1,True,Yes
cust008086,18.3,25,72.0,14.000000000000002,3,2.36,0,False,No
cust008087,14.04,21,48.0,4.0,1,1.57,1,True,Yes
cust008088,15.17,16,33.0,25.0,9,4.07,0,False,No
cust008089,15.27,21,17.0,5.0,2,3.36,0,False,No
cust008090,15.09,9,15.0,19.0,8,4.48,0,False,No
cust008091,18.94,1,45.0,4.0,9,2.03,0,False,No
cust008092,5.43,18,24.0,25.0,7,3.33,0,False,No
cust008093,3.33,13,89.0,31.0,4,3.39,0,False,No
cust008094,19.76,19,63.0,46.0,6,2.15,1,True,Yes
cust008095,5.56,6,52.0,25.0,5,1.91,1,True,Yes
cust008096,14.29,16,3.0,35.0,4,2.83,0,False,No
cust008097,14.09,6,48.0,49.0,4,2.34,1,True,Yes
cust008098,19.67,23,6.0,34.0,10,2.82,0,False,No
cust008099,16.62,6,79.0,40.0,6,1.38,1,True,Yes
cust008100,16.62,18,21.0,1.0,9,1.87,1,True,Yes
cust008101,10.11,7,74.0,11.0,4,1.45,1,True,Yes
cust008102,13.27,14,98.0,30.0,1,3.76,0,False,No
cust008103,11.66,7,78.0,49.0,0,3.18,0,False,No
cust008104,8.92,5,86.0,48.0,8,1.52,1,True,Yes
cust008105,11.99,23,79.0,27.0,10,2.64,1,True,Yes
cust008106,13.45,5,27.0,17.0,0,4.97,1,True,Yes
cust008107,13.09,11,87.0,40.0,3,3.61,0,False,No
cust008108,16.97,14,28.999999999999996,32.0,2,3.36,1,True,Yes
cust008109,12.83,12,17.0,14.000000000000002,3,2.15,1,True,Yes
cust008110,12.44,18,97.0,48.0,9,1.91,1,True,Yes
cust008111,6.79,11,4.0,20.0,7,4.34,0,False,No
cust008112,18.4,11,24.0,13.0,0,1.88,1,True,Yes
cust008113,7.65,16,80.0,32.0,3,4.14,1,True,Yes
cust008114,12.08,19,26.0,11.0,0,1.04,1,True,Yes
cust008115,15.84,15,85.0,38.0,3,1.3,1,True,Yes
cust008116,15.48,3,5.0,5.0,3,2.76,0,False,No
cust008117,10.05,2,82.0,34.0,10,1.61,0,False,No
cust008118,5.3,6,28.999999999999996,6.0,1,2.15,1,True,Yes
cust008119,14.84,18,24.0,42.0,6,2.88,0,False,No
cust008120,7.14,24,41.0,35.0,8,3.07,0,False,No
cust008121,1.14,3,92.0,3.0,10,4.75,1,True,Yes
cust008122,1.53,5,77.0,27.0,2,3.02,1,True,Yes
cust008123,2.38,9,24.0,39.0,5,4.57,0,False,No
cust008124,11.05,23,35.0,3.0,4,3.73,0,False,No
cust008125,6.29,4,6.0,33.0,7,2.94,0,False,No
cust008126,1.23,6,11.0,35.0,8,1.25,0,False,No
cust008127,17.45,3,31.0,4.0,7,4.04,0,False,No
cust008128,10.96,15,31.0,20.0,4,1.09,1,True,Yes
cust008129,13.59,14,37.0,36.0,0,3.51,0,False,No
cust008130,13.37,5,79.0,32.0,3,2.67,0,False,No
cust008131,8.41,10,12.0,39.0,2,4.04,0,False,No
cust008132,5.68,5,86.0,28.999999999999996,1,2.91,0,False,No
cust008133,1.33,1,38.0,32.0,2,1.36,1,True,Yes
cust008134,9.73,7,99.0,36.0,9,3.19,1,True,Yes
cust008135,11.13,3,4.0,48.0,2,4.71,0,False,No
cust008136,13.97,22,10.0,10.0,0,1.74,0,False,No
cust008137,10.87,10,21.0,35.0,7,3.18,0,False,No
cust008138,1.34,16,74.0,9.0,2,4.3,1,True,Yes
cust008139,7.75,1,34.0,1.0,3,4.95,0,False,No
cust008140,12.63,14,42.0,5.0,10,3.8,0,False,No
cust008141,6.37,11,99.0,48.0,1,3.94,1,True,Yes
cust008142,19.45,5,11.0,14.000000000000002,7,2.01,0,False,No
cust008143,2.37,21,97.0,3.0,7,4.43,1,True,Yes
cust008144,15.6,10,38.0,1.0,8,1.02,1,True,Yes
cust008145,4.88,22,49.0,23.0,2,3.34,1,True,Yes
cust008146,15.67,12,38.0,8.0,5,4.2,0,False,No
cust008147,7.32,12,28.999999999999996,38.0,1,4.74,0,False,No
cust008148,18.38,5,14.000000000000002,25.0,1,1.37,1,True,Yes
cust008149,19.26,22,22.0,10.0,1,4.56,0,False,No
cust008150,19.39,18,70.0,6.0,9,2.94,0,False,No
cust008151,16.52,3,56.99999999999999,7.000000000000001,2,1.69,0,False,No
cust008152,17.42,18,53.0,35.0,6,2.49,0,False,No
cust008153,11.12,23,98.0,16.0,4,3.7,0,False,No
cust008154,4.28,18,12.0,39.0,6,4.38,1,True,Yes
cust008155,13.7,18,16.0,12.0,6,4.64,0,False,No
cust008156,6.49,17,82.0,14.000000000000002,10,4.76,0,False,No
cust008157,18.37,7,4.0,39.0,7,1.68,1,True,Yes
cust008158,5.09,2,46.0,28.999999999999996,0,2.3,0,False,No
cust008159,11.93,9,17.0,1.0,4,3.28,0,False,No
cust008160,10.83,1,69.0,32.0,8,4.59,0,False,No
cust008161,9.73,15,1.0,32.0,10,3.7,0,False,No
cust008162,10.91,3,69.0,16.0,9,1.6,1,True,Yes
cust008163,13.63,2,25.0,23.0,7,2.97,0,False,No
cust008164,10.07,19,60.0,1.0,2,4.96,1,True,Yes
cust008165,14.61,10,43.0,10.0,0,1.32,1,True,Yes
cust008166,13.77,19,32.0,11.0,8,2.52,0,False,No
cust008167,12.27,25,67.0,32.0,3,4.45,0,False,No
cust008168,5.16,24,64.0,5.0,10,3.19,1,True,Yes
cust008169,12.1,7,22.0,20.0,5,4.31,0,False,No
cust008170,3.82,9,43.0,47.0,8,3.02,0,False,No
cust008171,14.78,14,83.0,10.0,4,1.87,1,True,Yes
cust008172,15.41,2,75.0,3.0,8,2.29,1,True,Yes
cust008173,8.57,8,83.0,21.0,9,4.7,0,False,No
cust008174,19.94,14,78.0,33.0,5,2.57,1,True,Yes
cust008175,2.27,6,56.99999999999999,18.0,2,2.4,0,False,No
cust008176,14.07,1,46.0,38.0,2,2.59,1,True,Yes
cust008177,3.87,6,46.0,48.0,3,4.21,0,False,No
cust008178,4.91,16,39.0,46.0,10,1.49,0,False,No
cust008179,5.83,5,26.0,28.999999999999996,0,2.64,0,False,No
cust008180,2.52,11,63.0,5.0,0,3.43,0,False,No
cust008181,10.63,25,49.0,3.0,3,3.56,1,True,Yes
cust008182,9.2,1,41.0,30.0,0,3.42,0,False,No
cust008183,1.29,13,13.0,12.0,3,3.71,0,False,No
cust008184,11.96,24,76.0,37.0,6,4.41,0,False,No
cust008185,8.16,19,35.0,42.0,1,1.95,0,False,No
cust008186,9.76,1,19.0,46.0,8,2.63,0,False,No
cust008187,5.04,25,69.0,12.0,9,4.77,0,False,No
cust008188,7.98,4,66.0,17.0,4,4.23,1,True,Yes
cust008189,18.04,1,79.0,42.0,0,1.41,1,True,Yes
cust008190,18.56,3,62.0,43.0,6,3.74,0,False,No
cust008191,4.84,24,61.0,5.0,10,3.78,1,True,Yes
cust008192,8.77,8,15.0,49.0,2,4.6,0,False,No
cust008193,17.98,7,79.0,35.0,7,3.62,0,False,No
cust008194,3.02,19,90.0,44.0,10,3.99,1,True,Yes
cust008195,18.62,25,55.00000000000001,22.0,9,4.87,0,False,No
cust008196,9.82,24,64.0,19.0,9,3.55,1,True,Yes
cust008197,14.68,1,62.0,26.0,8,2.2,0,False,No
cust008198,13.23,11,91.0,0.0,4,1.54,0,False,No
cust008199,3.28,3,92.0,33.0,8,4.81,1,True,Yes
cust008200,12.07,9,46.0,40.0,6,1.64,1,True,Yes
cust008201,8.25,2,47.0,15.0,0,2.49,0,False,No
cust008202,2.48,19,20.0,17.0,8,4.18,0,False,No
cust008203,4.47,8,35.0,3.0,3,3.23,0,False,No
cust008204,12.61,4,87.0,41.0,3,2.14,0,False,No
cust008205,3.6,3,16.0,48.0,1,3.69,0,False,No
cust008206,1.81,3,14.000000000000002,24.0,5,1.83,1,True,Yes
cust008207,16.27,20,56.99999999999999,31.0,8,2.85,0,False,No
cust008208,5.87,23,59.0,36.0,4,2.48,0,False,No
cust008209,10.59,5,84.0,7.000000000000001,9,3.18,0,False,No
cust008210,7.62,10,70.0,1.0,2,3.68,0,False,No
cust008211,2.96,7,6.0,36.0,10,3.56,0,False,No
cust008212,18.0,22,52.0,27.0,0,3.83,1,True,Yes
cust008213,7.14,7,4.0,12.0,5,1.95,0,False,No
cust008214,7.38,9,94.0,40.0,6,4.74,1,True,Yes
cust008215,19.97,15,43.0,11.0,5,3.24,0,False,No
cust008216,17.74,19,47.0,25.0,9,1.54,0,False,No
cust008217,8.99,10,39.0,18.0,9,4.55,0,False,No
